,recipient_parent_name1,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year,recipient_name_clean,Cycle,Democrats,Individuals,PACs,Republicans,Soft_Indivs,Soft_Orgs,Total,Total1,org_id,org_name,org_name_clean,DemShare,RepShare
700,DAIRYFARMERSOFAMERICAINC,3032636.64,4199040.94,252,4838.339286,36089088.04,1,DAIRY FARMERS OF AMERICA INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,dairy farmers america,2014,167000,8000,399750,245500,0,5000,412500,412500,D000000119,DAIRY FARMERS OF AMERICA,dairy farmers america,0.40484848484848485,0.5951515151515151
701,DCIINC,6261367.47,6261367.47,3067,256.3375,25208618.15,2,DCI INC.,,SMALL BUSINESS,2014,dci,2014,115950,246670,82925,213645,9800,0,329595,329595,D000021952,DCI GROUP,dci,0.3517953852455286,0.6482046147544714
702,DEANFOODSCOMPANY,6990344.83,53403079.09,601,4828.555952000001,2046603907.0,2,DEAN FOODS COMPANY,,OTHER THAN SMALL BUSINESS,2014,dean foods,2014,41850,147435,146375,249460,0,0,291310,291310,D000021651,DEAN FOODS,dean foods,0.14366139164463973,0.8563386083553602
703,DEERECOMPANY,3648744.5,4167776.32,44079,29739.01515,1872312807.0,2,DEERE & COMPANY,,OTHER THAN SMALL BUSINESS,2014,deere,2014,56600,27360,599250,570010,0,0,626610,626610,D000000408,DEERE & CO,deere,0.09032731683184118,0.9096726831681589
704,DELOITTELLP,1552672813.0,4074005939.0,64512,8529.104877,2045249264.0,2,DELOITTE LLP,,OTHER THAN SMALL BUSINESS,2014,deloitte,2014,1277423,697880,2611500,2030172,10350,0,3307595,3307595,D000000131,DELOITTE LLP,deloitte,0.3862090128930537,0.6137909871069462
705,DOMINIONRESOURCESINC,2430285647.0,2433653758.0,88,15089.56355,5267796025.0,2,DOMINION RESOURCES INC.,,OTHER THAN SMALL BUSINESS,2014,dominion resources,2014,447120,221000,899200,671580,5604,0,1118700,1118700,D000000335,DOMINION RESOURCES,dominion resources,0.3996781979082864,0.6003218020917136
706,DUKEENERGYCORPORATION,195488881.5,195488881.5,124,11199.94278,6212540459.0,2,DUKE ENERGY CORPORATION,,OTHER THAN SMALL BUSINESS,2014,duke energy,2014,450050,206509,1014000,783959,2500,0,1234009,1234009,D000000477,DUKE ENERGY,duke energy,0.3647056058748356,0.6352943941251644
707,DYNETICSINC,16123007.97,91133007.97,1345,1158.337027,203173947.5,2,DYNETICS INC.,,SMALL BUSINESS,2014,dynetics,2014,500,24149,125700,147149,0,0,147649,147649,D000025614,DYNETICS INC,dynetics,0.0033864096607494803,0.9966135903392506
708,EATONCORPORATION,10644142.71,21032615.22,2811,39902.36922,5439429681.0,1,EATON CORPORATION,,OTHER THAN SMALL BUSINESS,2014,eaton,2014,12684,162814,51900,202030,500,0,214714,214714,D000025623,EATON CORP,eaton,0.05907393090343434,0.9409260690965656
709,EDISONINTERNATIONAL,968751.9,968751.9,19,14218.333330000001,9918792021.0,1,EDISON INTERNATIONAL,,OTHER THAN SMALL BUSINESS,2014,edison,2014,209714,75209,297700,163195,0,0,372909,372909,D000000239,EDISON INTERNATIONAL,edison,0.5623731258832584,0.4376268741167416
710,ELBITSYSTEMSLTD,82605849.45,110484462.6,2629,3802.577722,1406862762.0,2,ELBIT SYSTEMS LTD.,,SMALL BUSINESS,2014,elbit systems,2014,12500,7400,56000,50900,0,0,63400,63400,D000043128,ELBIT SYSTEMS,elbit systems,0.1971608832807571,0.8028391167192429
711,EMBLEMHEALTHINC,3417710100.0,3417710100.0,20,4500.0,3120623078.0,2,EMBLEMHEALTH INC.,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,emblemhealth,2014,33056,23056,12500,2500,1500,0,35556,35556,D000030003,EMBLEMHEALTH INC,emblemhealth,0.9296883788952638,0.0703116211047362
712,ENERGENCORPORATION,47860137.18,65464778.43,33,1200.0,650000000.0,2,ENERGEN CORPORATION,,OTHER THAN SMALL BUSINESS,2014,energen,2014,5000,0,26500,21500,0,0,26500,26500,D000025685,ENERGEN CORP,energen,0.18867924528301888,0.8113207547169812
713,ENTERGYCORPORATION,49089.2,49089.2,25,13753.23529,8717125536.0,1,ENTERGY CORPORATION,,OTHER THAN SMALL BUSINESS,2014,entergy,2014,314470,142176,535573,360079,6000,0,674549,674549,D000000255,ENTERGY CORP,entergy,0.46619296744936245,0.5338070325506376
714,ENVIRONMENTALCHEMICALCORPORATION,564374976.2,566538205.8,724,406.20149910000004,337205884.8,2,ENVIRONMENTAL CHEMICAL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,environmental chemical,2014,7500,0,7500,0,0,0,7500,7500,D000025705,ENVIRONMENTAL CHEMICAL CORP,environmental chemical,1.0,0.0
715,EPSILONSYSTEMSSOLUTIONSINC,9148851.1,542075639.3,2460,623.1453816000001,87968092.68,2,"EPSILON SYSTEMS SOLUTIONS, INC.",,OTHER THAN SMALL BUSINESS,2014,epsilon systems solutions,2014,700,1650,750,1700,0,0,2400,2400,D000025710,EPSILON SYSTEMS SOLUTIONS,epsilon systems solutions,0.2916666666666667,0.7083333333333334
716,EQUIFAXINC,979413062.0,1033593380.0,21183,2154.318477,98169143.33,2,EQUIFAX INC,,OTHER THAN SMALL BUSINESS,2014,equifax,2014,39451,41201,184500,188250,0,0,227701,227701,D000025712,EQUIFAX INC,equifax,0.17325791278914016,0.8267420872108598
717,ERNSTYOUNGLLP,21436291.45,114626489.9,16497,47038.24342,8069758819.0,2,ERNST & YOUNG LLP,,OTHER THAN SMALL BUSINESS,2014,ernst young,2014,1200400,533605,2489375,1811830,1500,0,3012230,3012230,D000000098,ERNST & YOUNG,ernst young,0.3985087460120907,0.6014912539879093
718,EXELISINC,51679395044.0,74564975745.0,18286,15805.19855,3317260552.0,2,EXELIS INC.,,OTHER THAN SMALL BUSINESS,2014,exelis,2014,123750,8300,267000,148050,250,0,271800,271800,D000064439,EXELIS INC,exelis,0.4552980132450331,0.5447019867549668
719,EXELONCORPORATION,34872342.58,106279213.4,10421,7046.178024,7949340246.0,2,EXELON CORPORATION,,OTHER THAN SMALL BUSINESS,2014,exelon,2014,605309,820459,1004000,1228000,71250,0,1833309,1833309,D000000368,EXELON CORP,exelon,0.3301729277497683,0.6698270722502316
720,EXPERIANPLC,6207784.97,8267784.97,10315,2912.634136,786968846.3,2,EXPERIAN PLC,,OTHER THAN SMALL BUSINESS,2014,experian,2014,224600,10450,631600,416450,0,0,641050,641050,D000033552,EXPERIAN,experian,0.3503626862179237,0.6496373137820762
721,EXXONMOBILCORPORATION,898371047.2,2550203088.0,2316,78690.07455,233000000000.0,2,EXXON MOBIL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,exxon mobil,2014,250150,488030,1601750,1835930,6400,0,2086080,2086080,D000000129,EXXON MOBIL,exxon mobil,0.1199139055069796,0.8800860944930204
722,FEDEXCORPORATION,174306221.6,174446221.6,8549,230570.2393,36750298827.0,2,FEDEX CORPORATION,,OTHER THAN SMALL BUSINESS,2014,fedex,2014,818340,411197,1871875,1453732,750,0,2272072,2272072,D000000089,FEDEX CORP,fedex,0.36017344520772226,0.6398265547922777
723,FIRSTENERGYCORP,123590504.1,125080504.1,30,4324.344988,907990476.9,2,FIRSTENERGY CORP,,OTHER THAN SMALL BUSINESS,2014,firstenergy,2014,134700,313050,523100,701450,250,0,836150,836150,D000000531,FIRSTENERGY CORP,firstenergy,0.16109549721939842,0.8389045027806016
724,FLIRSYSTEMSINC,93857189.74,146973962.7,27322,1690.7522,446974362.9,2,FLIR SYSTEMS INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,flir systems,2014,39500,68850,71500,100850,0,0,140350,140350,D000025840,FLIR SYSTEMS,flir systems,0.2814392589953687,0.7185607410046313
725,FLUORCORPORATION,377000000000.0,433000000000.0,1613,32059.9981,7360435584.0,2,FLUOR CORPORATION,,OTHER THAN SMALL BUSINESS,2014,fluor,2014,335670,62887,805400,556467,500,0,892137,892137,D000000277,FLUOR CORP,fluor,0.37625387132245386,0.6237461286775462
726,FORDMOTORCOMPANY,96256.59,96256.59,2,75000.0,178000000000.0,1,FORD MOTOR COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,ford motor,2014,655307,224022,1184500,745215,3103,0,1400522,1400522,D000000182,FORD MOTOR CO,ford motor,0.46790196798051015,0.5320980320194899
727,FRESENIUSMEDICALCAREHOLDINGSINC,4800.0,4800.0,1,80000.0,12000000000.0,1,FRESENIUS MEDICAL CARE HOLDINGS INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,fresenius medical care,2014,166250,77700,283750,201200,250,0,367450,367450,D000025929,FRESENIUS MEDICAL CARE,fresenius medical care,0.4524425091849231,0.5475574908150769
728,G4SPLC,2566831300.0,2755847469.0,22558,452757.1957,3205873088.0,2,G4S PLC,,OTHER THAN SMALL BUSINESS,2014,g4s,2014,5000,500,17500,13000,0,0,18000,18000,D000026342,G4S PLC,g4s,0.2777777777777778,0.7222222222222222
729,GENCORPINC,63103562.06,136517252.1,360,44574.78204,47399656822.0,2,GENCORP INC.,,OTHER THAN SMALL BUSINESS,2014,gencorp,2014,68200,19150,149375,99325,0,0,167525,167525,D000026174,GENCORP INC,gencorp,0.407103417400388,0.592896582599612
730,GENERALDYNAMICSCORPORATION,244000000000.0,426000000000.0,42511,48412.04429,14548823126.0,2,GENERAL DYNAMICS CORPORATION,OTHER,OTHER THAN SMALL BUSINESS,2014,general dynamics,2014,859258,256999,1746750,1124591,1250,0,1983849,1983849,D000000165,GENERAL DYNAMICS,general dynamics,0.4331267147852483,0.5668732852147518
731,GENERALELECTRICCOMPANY,527467222.0,1588399278.0,27507,308162.8962,149000000000.0,2,GENERAL ELECTRIC COMPANY,,OTHER THAN SMALL BUSINESS,2014,general electric,2014,1638222,690184,3366000,2418987,4750,0,4057209,4057209,D000000125,GENERAL ELECTRIC,general electric,0.40378052991600877,0.5962194700839912
732,GENERALMOTORSCOMPANY,2252849.79,2556875.79,330,231666.6667,30612272097.0,1,GENERAL MOTORS COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,general motors,2014,539414,113229,1073650,646465,3774,0,1185879,1185879,D000000155,GENERAL MOTORS,general motors,0.45486428210635316,0.5451357178936468
733,GENTEXCORPORATION,332343107.5,332643107.5,192,650.3922805999999,65955929.65,2,GENTEX CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,gentex,2014,750,0,3350,2600,0,0,3350,3350,D000068698,GENTEX,gentex,0.22388059701492538,0.7761194029850746
734,GKNPLC,8364507.0,8364507.0,199,33057.20815,5641661929.0,2,GKN PLC,,OTHER THAN SMALL BUSINESS,2014,gkn,2014,3000,0,6000,3000,0,0,6000,6000,D000026232,GKN CORP,gkn,0.5,0.5
735,GLAXOSMITHKLINEPLC,96561057.31,12066814435.0,612,87386.5262,35919620363.0,2,GLAXOSMITHKLINE PLC,,OTHER THAN SMALL BUSINESS,2014,glaxosmithkline,2014,287294,56726,651500,421719,1000,0,709013,709013,D000000133,GLAXOSMITHKLINE,glaxosmithkline,0.40520272547894043,0.5947972745210596
736,GRANTTHORNTONINTERNATIONALLTD,86334824.78,124319910.1,12875,17198.354040000002,556788850.4,2,GRANT THORNTON INTERNATIONAL LTD,,OTHER THAN SMALL BUSINESS,2014,grant thornton,2014,189500,15450,486150,307100,0,0,496600,496600,D000026283,GRANT THORNTON LLP,grant thornton,0.3815948449456303,0.6184051550543697
737,GREATLAKESDREDGEDOCKCORPORATION,220573643.6,220573643.6,4,1238.0,645500016.0,1,GREAT LAKES DREDGE & DOCK CORPORATION,OTHER,OTHER THAN SMALL BUSINESS,2014,great lakes dredge dock,2014,8000,6100,31850,28950,0,0,36950,36950,D000026295,GREAT LAKES DREDGE & DOCK,great lakes dredge dock,0.2165087956698241,0.7834912043301759
738,GROUPWINC,85273136.63,85273136.63,2554,73.78125,12255399.07,2,GROUP W INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,w,2014,0,0,358,179,0,0,179,179,D000026344,GROUP W INC,w,0.0,1.0
739,HARRISCORPORATION,11149483339.0,29339656061.0,8812,8121.297512,2361325215.0,2,HARRIS CORPORATION,,OTHER THAN SMALL BUSINESS,2014,harris,2014,441480,220530,594000,366050,500,0,807530,807530,D000000395,HARRIS CORP,harris,0.546704147214345,0.45329585278565504
740,HDRINC,3353987125.0,34083854466.0,14648,7196.529546,1229528996.0,2,"HDR, INC.",,OTHER THAN SMALL BUSINESS,2014,hdr,2014,147599,35900,340749,230050,0,0,377649,377649,D000022021,HDR INC,hdr,0.3908364645477679,0.6091635354522321
741,HEWLETTPACKARDCOMPANY,13911848868.0,32910077675.0,9333,196113.0848,64313392452.0,2,HEWLETT-PACKARD COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,hewlettpackard,2014,500565,259315,813600,571570,7950,0,1072135,1072135,D000000716,HEWLETT-PACKARD,hewlettpackard,0.4668861663876284,0.5331138336123715
742,HILLROMHOLDINGSINC,150790391.5,2177314797.0,8578,6498.263736,1384217310.0,2,HILL-ROM HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2014,hillrom,2014,26500,925,79000,55425,0,0,81925,81925,D000026480,HILL-ROM HOLDINGS,hillrom,0.3234665852914251,0.6765334147085749
743,HMSHOLDINGSCORP,1382104.5,1382104.5,2105,1679.5522620000002,79793096.77,2,HMS HOLDINGS CORP.,,OTHER THAN SMALL BUSINESS,2014,hms,2014,54000,1500,98000,45500,0,0,99500,99500,D000026493,HMS HOLDINGS,hms,0.542713567839196,0.457286432160804
744,HOLOGICINC,9738614.44,15070326.28,1886,3316.328024,1507447522.0,2,"HOLOGIC, INC.",,OTHER THAN SMALL BUSINESS,2014,hologic,2014,12150,6700,20000,14550,250,0,26700,26700,D000026173,HOLOGIC INC,hologic,0.4550561797752809,0.5449438202247191
745,HONEYWELLINTERNATIONALINC,34251718766.0,81395764668.0,25677,65489.41704,11718040533.0,2,HONEYWELL INTERNATIONAL INC.,,OTHER THAN SMALL BUSINESS,2014,honeywell,2014,2227087,228734,4921598,2920245,250,0,5147332,5147332,D000000334,HONEYWELL INTERNATIONAL,honeywell,0.43266822501443464,0.5673317749855653
746,HUMANAINC,37636579237.0,40064528213.0,617,23455.63124,18850346246.0,2,HUMANA INC.,,OTHER THAN SMALL BUSINESS,2014,humana,2014,284267,83473,759250,559456,201,0,843723,843723,D000000652,HUMANA INC,humana,0.3369198184712281,0.6630801815287719
747,HUNTINGTONINGALLSINDUSTRIESINC,45846031193.0,47479672813.0,6625,34583.8518,4896743247.0,2,"HUNTINGTON INGALLS INDUSTRIES, INC.",,OTHER THAN SMALL BUSINESS,2014,huntington ingalls industries,2014,400204,109544,882500,591840,0,0,992044,992044,D000064813,HUNTINGTON INGALLS INDUSTRIES,huntington ingalls industries,0.40341355826959285,0.5965864417304071
748,INTEGRATELECOMINC,7966.69,7966.69,1,1900.0,618259000.0,1,INTEGRA TELECOM INC.,,SMALL BUSINESS,2014,integra telecom,2014,28000,201,60500,32701,0,0,60701,60701,D000026629,INTEGRA TELECOM HOLDINGS,integra telecom,0.46127740893889724,0.5387225910611028
749,INTERNATIONALSHIPHOLDINGCORPORATION,561440.08,561440.08,22,525.0,347467008.0,1,INTERNATIONAL SHIPHOLDING CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,shipholding,2014,4000,1000,12500,9500,0,0,13500,13500,D000026650,INTERNATIONAL SHIPHOLDING CORP,shipholding,0.2962962962962963,0.7037037037037037
750,THEINTERPUBLICGROUPOFCOMPANIESINC,125128188.3,129959828.0,1512,56714.851610000005,11515269345.0,3,THE INTERPUBLIC GROUP OF COMPANIES INC,,OTHER THAN SMALL BUSINESS,2014,interpublic,2014,194283,388399,6358,200474,1000,0,394757,394757,D000021897,INTERPUBLIC GROUP,interpublic,0.492158467107613,0.507841532892387
751,INTUITIVESURGICALINC,9480782.13,151492882.0,52,2108.021804,956018518.5,2,INTUITIVE SURGICAL INC.,,OTHER THAN SMALL BUSINESS,2014,intuitive surgical,2014,28000,24400,30000,26400,0,0,54400,54400,D000045984,INTUITIVE SURGICAL,intuitive surgical,0.5147058823529411,0.4852941176470588
752,JACOBSENGINEERINGGROUPINC,3691215358.0,40731013227.0,34706,30811.71528,6342044318.0,2,JACOBS ENGINEERING GROUP INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,jacobs engineering,2014,25290,24520,19000,18230,0,0,43520,43520,D000000371,JACOBS ENGINEERING GROUP,jacobs engineering,0.5811121323529411,0.4188878676470588
753,JEDUNNCONSTRUCTIONGROUPINC,28463333.0,28463333.0,27,2645.6,1471562291.0,1,J.E. DUNN CONSTRUCTION GROUP INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,je dunn construction,2014,15450,60000,44500,89050,750,0,104500,104500,D000026741,JE DUNN CONSTRUCTION GROUP,je dunn construction,0.14784688995215312,0.8521531100478469
754,JOHNSONCONTROLSINC,2805533927.0,6345449024.0,7525,98003.28117999999,18514596442.0,2,"JOHNSON CONTROLS, INC.",,OTHER THAN SMALL BUSINESS,2014,johnson controls,2014,24900,8650,36000,20250,0,0,45150,45150,D000026889,JOHNSON CONTROLS,johnson controls,0.5514950166112956,0.4485049833887043
755,JOHNSONJOHNSON,5904694.14,281671009.2,20809,111528.0897,36013901350.0,2,JOHNSON & JOHNSON,,OTHER THAN SMALL BUSINESS,2014,johnson johnson,2014,363683,109848,634500,375915,6640,0,739598,739598,D000000386,JOHNSON & JOHNSON,johnson johnson,0.49173064286274437,0.5082693571372556
756,JPMORGANCHASECO,10965.0,10965.0,1316,65569.375,22926037352.0,2,JPMORGAN CHASE & CO.,,OTHER THAN SMALL BUSINESS,2014,jpmorgan chase,2014,1063418,1013409,1738700,1691424,20100,0,2754842,2754842,D000000103,JPMORGAN CHASE & CO,jpmorgan chase,0.3860177825080349,0.613982217491965
757,KAMANCORPORATION,3033305.4,10118851.4,11440,2296.887369,496143027.9,2,KAMAN CORPORATION,,OTHER THAN SMALL BUSINESS,2014,kaman,2014,12500,700,17500,5700,0,0,18200,18200,D000026937,KAMAN CORP,kaman,0.6868131868131868,0.3131868131868132
758,KBRINC,11410583673.0,11410564673.0,1843,35024.04489,4564112233.0,2,KBR INC.,,OTHER THAN SMALL BUSINESS,2014,kbr,2014,20150,40236,212000,237086,1200,0,257236,257236,D000026963,KBR INC,kbr,0.0783327372529506,0.9216672627470494
759,KELLYSERVICESINC,254064009.8,254064009.8,13124,6754.11632,5585475704.0,2,"KELLY SERVICES, INC.",,OTHER THAN SMALL BUSINESS,2014,kelly services,2014,30685,52955,48500,66770,2750,0,97455,97455,D000026980,KELLY SERVICES,kelly services,0.3148632702272844,0.6851367297727156
760,KPMGLLP,743014915.1,861633760.9,15040,3023.507617,532371923.8,2,KPMG L.L.P.,,OTHER THAN SMALL BUSINESS,2014,kpmg,2014,677950,200113,1429000,954263,3000,0,1632213,1632213,D000019986,KPMG LLP,kpmg,0.41535632910655657,0.5846436708934435
761,LABORATORYCORPORATIONOFAMERICAHOLDINGS,10060636.11,36107357.79,5321,20893.69803,3238255569.0,2,LABORATORY CORPORATION OF AMERICA HOLDINGS,,OTHER THAN SMALL BUSINESS,2014,laboratory america,2014,47939,12189,125500,89750,0,0,137689,137689,D000027104,LABORATORY CORP OF AMERICA,laboratory america,0.34816869902461345,0.6518313009753866
762,LEOADALYCOMPANY,1246168.18,1246168.18,307,913.1646824999999,176030447.4,2,LEO A DALY COMPANY,,OTHER THAN SMALL BUSINESS,2014,leo daly,2014,6700,500,15250,6450,0,0,13150,13150,D000027197,LEO A DALY CO,leo daly,0.5095057034220533,0.49049429657794674
763,LEVEL3COMMUNICATIONSINC,89074548.55,95871923486.0,977,4974.342282,3111522062.0,2,LEVEL 3 COMMUNICATIONS INC.,OTHER,OTHER THAN SMALL BUSINESS,2014,level 3 communications,2014,241040,131186,155500,45646,105000,0,286686,286686,D000000674,LEVEL 3 COMMUNICATIONS,level 3 communications,0.8407805055007918,0.1592194944992082
764,LOCKHEEDMARTINCORPORATION,1260000000000.0,6610000000000.0,81660,109372.5661,43205546772.0,2,LOCKHEED MARTIN CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,lockheed martin,2014,1680212,496577,3624250,2433076,11013,0,4113288,4113288,D000000104,LOCKHEED MARTIN,lockheed martin,0.40848391846133797,0.591516081538662
765,MACANDREWSFORBESHOLDINGSINC,300488814.6,1140034807.0,5718,2108.096073,2188328294.0,2,MACANDREWS & FORBES HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2014,macandrews forbes,2014,242450,328159,266522,352231,1000,0,594681,594681,D000000245,MACANDREWS & FORBES,macandrews forbes,0.40769757231187814,0.5923024276881219
766,MANAGEMENTTRAININGCORPORATION,39091760.0,53326519.0,24,9170.5,526958011.4,1,MANAGEMENT & TRAINING CORPORATION,,OTHER THAN SMALL BUSINESS,2014,management training,2014,16000,7000,37500,28500,0,0,44500,44500,D000027364,MANAGEMENT & TRAINING CORP,management training,0.3595505617977528,0.6404494382022472
767,MANTECHINTERNATIONALCORPORATION,29102077092.0,3810000000000.0,48442,6607.126568,1792709924.0,2,MANTECH INTERNATIONAL CORPORATION,,OTHER THAN SMALL BUSINESS,2014,mantech,2014,121800,71800,102500,48500,0,0,170300,170300,D000027370,MANTECH INTERNATIONAL,mantech,0.715208455666471,0.28479154433352905
768,MARRIOTTINTERNATIONALINC,3267674.89,3882427.79,314,39559.57203,1365588895.0,2,MARRIOTT INTERNATIONAL INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2014,marriott,2014,209650,177095,303500,272020,0,0,481670,481670,D000000272,MARRIOTT INTERNATIONAL,marriott,0.4352565034152013,0.5647434965847987
769,MAXIMHEALTHCARESERVICESINC,2191184.3,2270924.3,4330,339.36020110000004,239719683.9,2,"MAXIM HEALTHCARE SERVICES, INC.",,OTHER THAN SMALL BUSINESS,2014,maxim healthcare services,2014,10500,0,11000,500,0,0,11000,11000,D000071283,MAXIM HEALTHCARE SERVICES,maxim healthcare services,0.9545454545454546,0.045454545454545456
770,MAXIMUSINC,3488452137.0,8911735669.0,462,607.2339599999999,67039730.13,2,MAXIMUS INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,maximus,2014,22170,6000,21170,0,0,0,22170,22170,D000027466,MAXIMUS INC,maximus,1.0,0.0
771,MCKESSONCORPORATION,1685119170.0,16433337687.0,70977,36759.17533,109000000000.0,2,MCKESSON CORPORATION,,OTHER THAN SMALL BUSINESS,2014,mckesson,2014,714250,39950,1627450,958150,250,0,1672400,1672400,D000022105,MCKESSON CORP,mckesson,0.42708084190385076,0.5729191580961492
772,MDURESOURCESGROUPINC,140089.9,140089.9,8,2469.65,155715798.8,2,"MDU RESOURCES GROUP, INC.",,OTHER THAN SMALL BUSINESS,2014,mdu resources,2014,8700,4700,64500,60500,0,0,69200,69200,D000027521,MDU RESOURCES GROUP,mdu resources,0.12572254335260116,0.8742774566473989
773,MEDTRONICINC,3624443.28,3715251.28,5729,10825.58142,9641613396.0,2,"MEDTRONIC, INC.",,OTHER THAN SMALL BUSINESS,2014,medtronic,2014,144575,49895,284000,188320,500,0,332895,332895,D000022110,MEDTRONIC INC,medtronic,0.43429609937067243,0.5657039006293275
774,MERCKCOINC,4926445.0,217943279.0,83,73930.82353,6824441989.0,1,"MERCK & CO., INC.",,OTHER THAN SMALL BUSINESS,2014,merck,2014,750384,283279,1221250,748145,250,0,1498529,1498529,D000000275,MERCK & CO,merck,0.5007470659560141,0.4992529340439858
775,MICROSOFTCORPORATION,463098524.8,761390799.2,84,95314.93994,59729731468.0,2,MICROSOFT CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,microsoft,2014,1753504,1349380,1667000,1252398,391279,0,3005902,3005902,D000000115,MICROSOFT CORP,microsoft,0.5833536821892397,0.4166463178107603
776,MMCCORP,5200229.66,5200229.66,7,1000.0,53913000.0,1,MMC CORP,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,mmc,2014,27500,2600,58000,33100,0,0,60600,60600,D000069734,MMC CORP,mmc,0.4537953795379538,0.5462046204620462
777,MWHGLOBALINC,15325988.98,30881698.98,9546,1759.6621129999999,330921590.4,2,MWH GLOBAL INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,mwh global,2014,155100,105200,235500,186600,1000,0,341700,341700,D000027760,MWH GLOBAL,mwh global,0.45390693590869186,0.5460930640913082
778,NAMMOAS,35292529.94,98292529.94,1732,1906.75,562428498.4,2,NAMMO AS,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,nammo as,2014,4900,1650,14750,11500,0,0,16400,16400,D000064452,NAMMO AS,nammo as,0.29878048780487804,0.7012195121951219
779,NATIONALGRIDPLC,9898473.18,10369398.78,15,28229.16667,4410581500.0,2,NATIONAL GRID PLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,national grid,2014,90850,20225,104850,33225,30,0,124075,124075,D000027852,NATIONAL GRID PLC,national grid,0.7322184162804756,0.2677815837195245
780,NAVISTARINTERNATIONALCORPORATION,872943489.6,874747224.3,245,14208.82841,13546547889.0,2,NAVISTAR INTERNATIONAL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,navistar,2014,42150,54900,61200,74950,500,0,117100,117100,D000027918,NAVISTAR INTERNATIONAL,navistar,0.3599487617421008,0.6400512382578992
781,NCRCORPORATION,2508.0,2508.0,1000,24000.0,4704300032.0,1,NCR CORPORATION,,OTHER THAN SMALL BUSINESS,2014,ncr,2014,15750,8250,23500,16000,0,0,31750,31750,D000000961,NCR CORP,ncr,0.49606299212598426,0.5039370078740157
782,NEPTUNEORIENTLINESLIMITED,2400000.0,2400000.0,1,4500.0,4739999744.0,1,NEPTUNE ORIENT LINES LIMITED,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,neptune orient lines,2014,20250,0,32750,12500,0,0,32750,32750,D000043116,NEPTUNE ORIENT LINES,neptune orient lines,0.6183206106870229,0.3816793893129771
783,NESTLESA,150000.0,150000.0,23,375000265.6,375000000.6,1,NESTLE S.A.,,SMALL BUSINESS,2014,nestle sa,2014,28650,13300,64000,48650,0,0,77300,77300,D000042332,NESTLE SA,nestle sa,0.370633893919793,0.6293661060802069
784,NEWMOUNTAINCAPITALLLC,672768493.8,291000000000.0,3075,953.4777853,178340638.7,2,NEW MOUNTAIN CAPITAL L.L.C.,,OTHER THAN SMALL BUSINESS,2014,new mountain capital,2014,1514,137514,6700,143700,5000,0,145214,145214,D000036192,NEW MOUNTAIN CAPITAL,new mountain capital,0.010425991984243944,0.989574008015756
785,NEXTERAENERGYINC,29607484.76,30835559.81,28,15654.333330000001,15733333333.0,1,NEXTERA ENERGY INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,nextera energy,2014,410900,289380,784900,665880,500,100000,1076780,1076780,D000000321,NEXTERA ENERGY,nextera energy,0.38160069837849886,0.6183993016215011
